Town or City,Floor Vote Turnout (%),Australian ballot Turnout (%),year,aus-due-to-covid-in-2021
SEARSBURG,,0.345679012,2018,
SHAFTSBURY,,0.232002984,2018,
SHARON,0.08908046,0.152298851,2018,
SHEFFIELD,0.110091743,0.151376147,2018,
SHELBURNE,0.03233107,0.339476237,2018,
SHELDON,0.056434962,0.146593255,2018,
SHOREHAM,0.091885442,0.212410501,2018,
SHREWSBURY,,0.26387316,2018,
SOUTH BURLINGTON,,0.23975164,2018,
SOUTH HERO,,0.408965517,2018,
SPRINGFIELD,,0.181478823,2018,
ST. ALBANS CITY,,0.163531114,2018,
ST. ALBANS TOWN,,0.202954399,2018,
ST. GEORGE,0.046620047,,2018,
ST. JOHNSBURY,,0.243199631,2018,
STANNARD,0.201342282,,2018,
STARKSBORO,0.102238806,0.309701493,2018,
STOCKBRIDGE,0.092764378,,2018,
STOWE,0.034427358,0.163185678,2018,
STRAFFORD,,,2018,
STRATTON,0.155080214,,2018,
SUDBURY,,,2018,
SUNDERLAND,0.07925072,0.187319885,2018,
SWANTON,,0.193319838,2018,
THETFORD,0.101809955,0.241176471,2018,
TINMOUTH,0.175879397,0.432160804,2018,
TOPSHAM,0.10315534,,2018,
TOWNSHEND,0.126646403,,2018,
TROY,,0.061928934,2018,
UNDERHILL,0.041220115,0.284830998,2018,
VERGENNES,,0.275370269,2018,
VERNON,0.087521174,0.214568041,2018,
VICTORY,,0.855072464,2018,
WAITSFIELD,0.071275837,0.25445474,2018,
WALDEN,,0.191904048,2018,
WALLINGFORD,,0.20144357,2018,
WALTHAM,0.100558659,0.24301676,2018,
WARDSBORO,0.106306306,,2018,
WARREN,0.033637001,0.224947442,2018,
WATERBURY,,0.135929288,2018,
WATERFORD,0.779220779,1.337662338,2018,
WATERVILLE,0.122082585,,2018,
WEATHERSFIELD,,0.225077537,2018,
WEST FAIRLEE,0.040899796,0.096114519,2018,
WEST HAVEN,,0.286585366,2018,
WEST RUTLAND,,0.18815546,2018,
WEST WINDSOR,0.134228188,0.434004474,2018,
WESTFIELD,0.108235294,0.16,2018,
WESTFORD,0.043942247,0.173258004,2018,
WESTMINSTER,,0.114107884,2018,
WESTON,0.174897119,,2018,
WEYBRIDGE,0.101648352,0.254120879,2018,
WHEELOCK,0.104316547,0.264388489,2018,
WHITING ,0.108303249,,2018,
WHITINGHAM,0.113895216,0.144646925,2018,
WILLIAMSTOWN,0.044033465,0.206957288,2018,
WILLISTON,,0.164890695,2018,
WILMINGTON,0.040025413,0.139135959,2018,
WINDHAM,0.332268371,,2018,
WINDSOR,,0.180122117,2018,
WINHALL,0.243661972,0.243661972,2018,
WINOOSKI,,0.194922195,2018,
WOLCOTT,0.086678832,0.16149635,2018,
WOODBURY,0.132208158,,2018,
WOODFORD,,0.209964413,2018,
WORCESTER,0.200534759,0.298128342,2018,
ADDISON,,0.225285171,2019,
ALBANY,0.14887218,,2019,
ALBURGH,,0.362612613,2019,
ANDOVER,0.143902439,,2019,
ARLINGTON,,0.262378765,2019,
ATHENS,0.203187251,,2019,
BALTIMORE,0.120218579,,2019,
BARNARD,0.041265475,,2019,
BARNET,0.071123755,,2019,
BARRE CITY,,0.162396455,2019,
BARTON,,0.080453842,2019,
BELVIDERE,0.174672489,,2019,
BENNINGTON,,0.221739603,2019,
BENSON,0.053191489,0.26462766,2019,
BERKSHIRE,,0.128810226,2019,
BERLIN,,0.205670103,2019,
BETHEL,0.92481203,,2019,
BLOOMFIELD,0.096153846,0.134615385,2019,
BOLTON,0.086206897,0.163286004,2019,
BRADFORD,0.041210224,,2019,
BRANDON,,0.237140949,2019,
BRATTLEBORO,,0.1696747,2019,
BRIDGEWATER,0.189265537,,2019,
BRIDPORT,0.071743929,0.186534216,2019,
BRIGHTON,,0.210822999,2019,
BRISTOL,0.041355932,0.284745763,2019,
BROOKFIELD,,0.185222672,2019,
BROOKLINE,0.133016627,,2019,
BROWNINGTON,0.157650696,,2019,
BURKE,,0.198212835,2019,
BURLINGTON,,0.199862028,2019,
CABOT,0.000853242,0.487201365,2019,
CALAIS,0.064516129,0.218637993,2019,
CAMBRIDGE,0.089148478,0.111589302,2019,
CANAAN,0.055975794,0.142208775,2019,
CASTLETON,,0.242316402,2019,
CAVENDISH,0.059181897,0.196692776,2019,
CHARLESTON,0.113128492,,2019,
CHARLOTTE,0.030684259,0.266953053,2019,
CHELSEA,0.080578512,,2019,
CHESTER,0.041631973,0.198168193,2019,
CHITTENDEN,,0.221062619,2019,
CLARENDON,,0.223123732,2019,
COLCHESTER,,0.237347767,2019,
CONCORD,,0.209976798,2019,
CORINTH,,0.128331688,2019,
CORNWALL,0.102564103,0.249230769,2019,
COVENTRY,0.171277997,0.194993412,2019,
CRAFTSBURY,0.136563877,,2019,
DANBY,0.057080132,0.697036224,2019,
DANVILLE,0.129197496,0.136027319,2019,
DERBY,0.03046436,0.192250813,2019,
DORSET,0.056593096,0.185625354,2019,
DOVER,,0.113090627,2019,
DUMMERSTON,,0.205351587,2019,
DUXBURY,0.08558952,0.192139738,2019,
EAST HAVEN,,0.259067358,2019,
EAST MONTPELIER,,0.176708633,2019,
EDEN,0.08255814,,2019,
ELMORE,0.125336927,0.254716981,2019,
ENOSBURGH,0.044385264,,2019,
ESSEX,,0.108568586,2019,
FAIR HAVEN,,0.215083799,2019,
FAIRFAX,,0.192424242,2019,
FAIRFIELD,0.053267045,,2019,
FAIRLEE,0.098404255,,2019,
FAYSTON,0.074014481,0.105390185,2019,
FERRISBURGH,0.040897098,0.200087951,2019,
FLETCHER,0.130434783,,2019,
FRANKLIN,0.100719424,,2019,
GEORGIA,0.022564375,0.189009822,2019,
GLOVER,0.696428571,,2019,
GOSHEN,0.20754717,0.389937107,2019,
GRAFTON,0.189265537,0.350282486,2019,
GRANBY,0.172413793,0.24137931,2019,
GREENSBORO,0.182119205,0.15397351,2019,
GROTON,0.121253406,,2019,
GUILDHALL,0.10989011,0.351648352,2019,
GUILFORD,,0.252023121,2019,
HALIFAX,0.087108014,0.282229965,2019,
HANCOCK,0.120401338,0.120401338,2019,
HARDWICK,0.03754417,0.14664311,2019,
HARTFORD,,0.12848446,2019,
HARTLAND,0.058324105,0.170173496,2019,
HIGHGATE,0.049850449,0.139581256,2019,
HINESBURG,,0.248305905,2019,
HOLLAND,0.103926097,0.136258661,2019,
HUBBARDTON,,0.243856333,2019,
HUNTINGTON,,0.205811138,2019,
HYDE PARK,0.063257066,0.10991476,2019,
IRA,0.114285714,0.206349206,2019,
IRASBURG,0.106734435,0,2019,
ISLE LA MOTTE,0.097323601,0.367396594,2019,
JAMAICA ,0.118948824,,2019,
JAY,0.091358025,0.10617284,2019,
JERICHO,0.070838253,0.173553719,2019,
JOHNSON,0.086757991,0.134246575,2019,
KILLINGTON,,0.314314314,2019,
KIRBY ,0.129973475,,2019,
LANDGROVE,0.322580645,,2019,
LEICESTER,0.070521862,0.183356841,2019,
LEMINGTON,0.223684211,,2019,
LINCOLN,0.136239782,0.315168029,2019,
LONDONDERRY,0.085314685,,2019,
LOWELL,0.17512275,0.103109656,2019,
LUDLOW,,0.185897436,2019,
LUNENBURG,0.030837004,0.095154185,2019,
LYNDON,0.031741409,0.084740827,2019,
MAIDSTONE,,0.48447205,2019,
MANCHESTER,0.031536114,0.190742625,2019,
MARLBORO,,0.235772358,2019,
MARSHFIELD,0.106047327,0.170026293,2019,
MENDON,0.041237113,0.13860252,2019,
MIDDLEBURY,0.049322493,0.192592593,2019,
MIDDLESEX,0.118918919,0.239189189,2019,
MILTON,,0.179701835,2019,
MONKTON,,0.232826748,2019,
MONTPELIER,,0.239449422,2019,
MORETOWN,,0.203830369,2019,
MORGAN,,0.070934256,2019,
MORRISTOWN,0.041393765,0.161383285,2019,
MOUNT HOLLY,,0.275992439,2019,
MOUNT TABOR,0.081632653,0.170068027,2019,
NEW HAVEN,,0.360902256,2019,
NEWARK,0.128603104,,2019,
NEWBURY,,0.072704082,2019,
NEWFANE,,0.113989637,2019,
NEWPORT CENTER,0.046403712,,2019,
NEWPORT CITY,,0.161764706,2019,
NORTH HERO,,0.313131313,2019,
NORTHFIELD,0.046875,0.2696875,2019,
NORTON,0.099099099,0.117117117,2019,
NORWICH,,0.315658915,2019,
ORANGE,0.089974293,0.006426735,2019,
ORWELL,0.12345679,0.328843996,2019,
PAWLET,,0.252659574,2019,
PEACHAM,0.113464448,,2019,
PERU,0.144092219,,2019,
PITTSFIELD,0.958333333,,2019,
PITTSFORD,0.041436464,0.192909761,2019,
PLAINFIELD,0.107181136,0.203644159,2019,
PLYMOUTH,0.091451292,0.216699801,2019,
POMFRET,0.131681877,,2019,
POULTNEY,,0.193534294,2019,
POWNAL,0.055769231,,2019,
PROCTOR,0.06779661,0.180508475,2019,
PUTNEY,,0.182660851,2019,
RANDOLPH,,0.197948099,2019,
READING,0.144230769,,2019,
READSBORO,0.099145299,0.256410256,2019,
RICHFORD,,0.364822871,2019,
RICHMOND,0.046959663,0.273931367,2019,
RIPTON,,0.335648148,2019,
ROCKINGHAM,,0.151523322,2019,
ROXBURY,0.112962963,0.261111111,2019,
ROYALTON,0.058239862,0.150129422,2019,
RUPERT,1.666666667,5.577777778,2019,
RUTLAND CITY,,0.237056455,2019,
RUTLAND TOWN,,0.293225806,2019,
RYEGATE,0.09371672,0.172523962,2019,
SAINT GEORGE,0.054704595,,2019,
SEARSBURG,0.224719101,0.213483146,2019,
SHAFTSBURY,0.029154519,0.150510204,2019,
SHARON,,0.111013216,2019,
SHEFFIELD,0.371179039,,2019,
SHELBURNE,,0.224557002,2019,
SHELDON,0.090608466,0.16005291,2019,
SHOREHAM,0.088201604,0.186712486,2019,
SHREWSBURY,,0.265555556,2019,
SOUTH BURLINGTON,,0.17828934,2019,
SOUTH HERO,0.046662346,0.234607907,2019,
SPRINGFIELD,,0.182008368,2019,
ST. ALBANS CITY,,0.109803922,2019,
ST. ALBANS TOWN,,0.232359838,2019,
ST. JOHNSBURY,,0.241650295,2019,
STAMFORD,0.138461538,0.136923077,2019,
STANNARD,0.16,,2019,
STARKSBORO,0.08090379,0.212827988,2019,
STOCKBRIDGE,0.094339623,,2019,
STOWE,0.031656036,0.142452162,2019,
STRATTON,0.360824742,,2019,
SUDBURY,0.725806452,,2019,
SUNDERLAND,0.058663029,0.178717599,2019,
SUTTON,0.126855601,,2019,
SWANTON,,0.166508764,2019,
THETFORD,0.068211631,0.681679056,2019,
TINMOUTH,0.154241645,0.28277635,2019,
TOPSHAM,0.082449941,,2019,
TOWNSHEND,0.828358209,,2019,
TROY,0.045105566,,2019,
TUNBRIDGE,0.16076555,,2019,
UNDERHILL,,0.205721003,2019,
VERGENNES,,0.231124807,2019,
VERNON,0.100762527,0.158496732,2019,
VERSHIRE,0.097847358,0.127201566,2019,
VICTORY,0.309859155,0.563380282,2019,
WAITSFIELD,0.069013112,0.267770876,2019,
WALDEN,0.076347305,0.178143713,2019,
WALLINGFORD,0.055158988,0.255678131,2019,
WALTHAM,0.099462366,,2019,
WARDSBORO,0.090747331,0.099644128,2019,
WARREN,0.057615894,0.178145695,2019,
WASHINGTON,0.126582278,,2019,
WATERBURY,,0.139240506,2019,
WATERFORD,,0.099492386,2019,
WATERVILLE,0.144312394,,2019,
WEATHERSFIELD,0.058227848,0.304219409,2019,
WELLS,,0.203061224,2019,
WEST FAIRLEE,0.057803468,0.123314066,2019,
WEST HAVEN,,0.346820809,2019,
WEST RUTLAND,,0.193529059,2019,
WEST WINDSOR,1,1.423728814,2019,
WESTFIELD,0.099557522,0.241150442,2019,
WESTFORD,0.020970641,0.163571001,2019,
WESTMINSTER,,0.098039216,2019,
WESTMORE,0.168421053,0.084210526,2019,
WESTON,0.918918919,,2019,
WHEELOCK,0.085324232,0.279863481,2019,
WHITING,1,,2019,
WHITINGHAM,0.111622555,0.315304948,2019,
WILLIAMSTOWN,0.037129746,0.163954944,2019,
WILLISTON,,0.169425409,2019,
WILMINGTON,0.040752351,0.12539185,2019,
WINDHAM,0.270440252,,2019,
WINDSOR,,0.160766483,2019,
WINHALL,0.087601078,0.152291105,2019,
WINOOSKI,,0.219838133,2019,
WOLCOTT,0.10936133,0.138232721,2019,
WOODBURY,0.116312057,0.092198582,2019,
WOODFORD,,0.142857143,2019,
WOODSTOCK,0.041053712,0.269586042,2019,
WORCESTER,0.198938992,0.331564987,2019,
ADDISON,0.046296296,0.422222222,2020,
ALBANY,0.147058824,,2020,
ARLINGTON,0.060392552,0.403623553,2020,
ATHENS,0.966101695,,2020,
BAKERSFIELD,0.102083333,0.36875,2020,
BALTIMORE,0.146596859,0.376963351,2020,
BARNARD,0.081855389,,2020,
BARNET,0.177809388,0.42745377,2020,
BARRE CITY,,0.347512617,2020,
BARTON,,0.205794206,2020,
BELVIDERE,0.191489362,,2020,
BENNINGTON,0.007819016,0.390533778,2020,
BENSON,0.083660131,0.452287582,2020,
BERKSHIRE,,0.253831418,2020,
BETHEL,0.085078534,,2020,
BLOOMFIELD,,0.333333333,2020,
BOLTON,0.104581673,0.450199203,2020,
BRADFORD,0.059760956,,2020,
BRANDON,,0.4,2020,
BRATTLEBORO,,0.38206668,2020,
BRIDGEWATER,0.146853147,0.464335664,2020,
BRIDPORT,0.090512541,0.370774264,2020,
BRIGHTON,,0.297752809,2020,
BRISTOL,0.040877368,0.448986374,2020,
BROOKFIELD,,0.411354582,2020,
BROOKLINE,0.164705882,,2020,
BROWNINGTON,0.109756098,,2020,
BRUNSWICK,0.194029851,0.507462687,2020,
BURKE ,,0.376116978,2020,
BURLINGTON,,0.417438188,2020,
CABOT,0.08650519,0.456747405,2020,
CALAIS,0.106458481,0.45138396,2020,
CANAAN,,0.442962963,2020,
CASTLETON,,0.398854962,2020,
CAVENDISH,0.078212291,0.347299814,2020,
CHARLESTON,0.125352113,,2020,
CHARLOTTE,0.038576555,,2020,
CHELSEA,0.10041841,,2020,
CHESTER,0.032439446,0.39316609,2020,
CHITTENDEN,,0.454212454,2020,
CLARENDON,,0.326043738,2020,
COLCHESTER,,0.405191874,2020,
CONCORD,,0.360465116,2020,
CORINTH,,0.342664093,2020,
CORNWALL,0.088845015,0.515301086,2020,
COVENTRY,0.147668394,0.28238342,2020,
DANBY,0.058951965,0.46069869,2020,
DANVILLE,0.134269663,0.371910112,2020,
DERBY,0.023242301,0.29808251,2020,
DORSET,,0.433352568,2020,
DUXBURY,0.103716508,,2020,
EAST HAVEN,,0.361809045,2020,
EAST MONTPELIER,0.071714922,0.46325167,2020,
EDEN,0.120317821,,2020,
ELMORE,0.100806452,0.470430108,2020,
ESSEX,0.018042942,0.419137547,2020,
FAIR HAVEN,,0.486111111,2020,
FAIRFAX,,0.381582231,2020,
FAIRFIELD,,0.300211416,2020,
FAIRLEE,0.949367089,,2020,
FAYSTON,0.079113924,,2020,
FRANKLIN,,0.314853556,2020,
GEORGIA,,0.654874214,2020,
GOSHEN,0.19375,0.5875,2020,
GRAFTON,0.136363636,0.553359684,2020,
GRANBY,0.222222222,,2020,
GRANVILLE,0.182926829,,2020,
GREENSBORO,0.271646859,,2020,
GROTON,0.120160214,,2020,
GUILDHALL,0.213541667,0.473958333,2020,
GUILFORD,,0.401694915,2020,
HALIFAX,0.129310345,0.5,2020,
HANCOCK,0.101351351,,2020,
HARTFORD,,0.353786853,2020,
HARTLAND,0.062638172,0.433308769,2020,
HIGHGATE,0.037444934,0.3030837,2020,
HINESBURG,,0.474530831,2020,
HOLLAND,0.131034483,0.298850575,2020,
HUBBARDTON,0.142592593,0.416666667,2020,
HUNTINGTON,,0.50976801,2020,
HYDE PARK,0.070267896,0.334211682,2020,
IRA ,0.115511551,0.415841584,2020,
IRASBURG,0.158536585,,2020,
JAMAICA,0.121495327,,2020,
JAY,0.087855297,0.263565891,2020,
JERICHO,0.06922012,0.44993078,2020,
JOHNSON,0.070257611,0.307259953,2020,
KILLINGTON,,0.416149068,2020,
KIRBY,0.136125654,,2020,
LANDGROVE,0.388888889,,2020,
LEICESTER,0.047954866,0.363892807,2020,
LEMINGTON,0.152777778,0.319444444,2020,
LINCOLN,0.139925373,0.564365672,2020,
LONDONDERRY,0.080405405,,2020,
LOWELL,0.168503937,0.236220472,2020,
LUDLOW,,0.40754717,2020,
LYNDON,0.024872809,0.245336348,2020,
MAIDSTONE,0.123529412,0.594117647,2020,
MANCHESTER,0.024048096,0.325400802,2020,
MARLBORO,,0.581005587,2020,
MENDON,0.058628319,0.409292035,2020,
MIDDLEBURY,0.040934579,0.438691589,2020,
MIDDLESEX,,0.472354949,2020,
MILTON,,0.377828054,2020,
MONTGOMERY,0.065641026,,2020,
MORETOWN,,0.505369128,2020,
MORGAN,0.067114094,0.248322148,2020,
MORRISTOWN,0.042206967,0.344012204,2020,
MOUNT HOLLY,,0.477186312,2020,
MOUNT TABOR,0.091603053,0.34351145,2020,
NEW HAVEN,,0.570347958,2020,
NEWARK,0.118534483,,2020,
NEWBURY,0.082726671,0.30840503,2020,
NEWFANE,,0.41025641,2020,
NEWPORT CITY,,0.249534946,2020,
NEWPORT TOWN,0.057663126,0.194992413,2020,
NORTH HERO,,0.487405542,2020,
NORTHFIELD,0.046875,0.4175,2020,
NORTON,0.129310345,,2020,
NORWICH,,0.570989551,2020,
ORWELL,,0.519640853,2020,
PAWLET,,0.487387387,2020,
PEACHAM,0.235204856,,2020,
PERU,0.121468927,,2020,
PITTSFIELD,0.603603604,,2020,
PLYMOUTH,0.172413793,0.531034483,2020,
POMFRET,0.14863103,,2020,
POULTNEY,,1,2020,
PROCTOR,0.164880462,0.39983512,2020,
PUTNEY,0.087533156,0.482758621,2020,
RANDOLPH,,0.376328217,2020,
READING ,0.204198473,,2020,
READSBORO,0.107719928,0.448833034,2020,
RICHFORD,,0.314167161,2020,
RICHMOND,0.047379331,0.521172638,2020,
RIPTON,0.207373272,0.592165899,2020,
ROCHESTER,0.167037862,,2020,
ROCKINGHAM,,0.377289377,2020,
ROXBURY,0.156603774,0.466037736,2020,
ROYALTON,0.075264271,0.315433404,2020,
RUPERT,,0.53219697,2020,
RUTLAND TOWN,,0.526209677,2020,
RYEGATE,0.128205128,,2020,
SAINT GEORGE,0.060728745,,2020,
SALISBURY,,0.383783784,2020,
SEARSBURG,0.215053763,0.419354839,2020,
SHAFTSBURY,0.035925926,0.382962963,2020,
SHEFFIELD,0.255319149,,2020,
SHELBURNE,,0.499460626,2020,
SHELDON,0.047806156,0.193844139,2020,
SHOREHAM,0.097142857,0.464,2020,
SHREWSBURY,,0.419753086,2020,
SOUTH BURLINGTON,,0.558064516,2020,
SOUTH HERO,,0.505487411,2020,
SPRINGFIELD,,0.326066091,2020,
ST. ALBANS TOWN,,0.417867435,2020,
ST. ALBANS CITY,,0.329249617,2020,
ST. JOHNSBURY,,0.428936368,2020,
STANNARD,0.197278912,,2020,
STARKSBORO,0.096420745,0.410518627,2020,
STOCKBRIDGE,0.081818182,,2020,
STRAFFORD,0.243715847,,2020,
STRATTON,0.228426396,,2020,
SUDBURY,0.134529148,,2020,
SUNDERLAND,0.073976222,0.397622193,2020,
SUTTON,0.159771755,,2020,
SWANTON,,0.332716763,2020,
THETFORD,0.108382727,0.546570703,2020,
TINMOUTH,0.203166227,0.54353562,2020,
TOPSHAM,0.122827346,,2020,
TROY,0.045085663,,2020,
TUNBRIDGE,0.938967136,,2020,
UNDERHILL,0.078094494,0.490823897,2020,
VERGENNES,,0.447864945,2020,
VERNON,,0.368623149,2020,
VERSHIRE,0.117533719,0.437379576,2020,
VICTORY,0.430555556,0.638888889,2020,
WALDEN,0.086956522,0.350631136,2020,
WALLINGFORD,0.054123711,0.403994845,2020,
WARDSBORO,0.090909091,,2020,
WATERBURY,,0.457777778,2020,
WATERFORD,0.073146293,0.329659319,2020,
WATERVILLE,0.140961857,,2020,
WELLS,,0.363732768,2020,
WEST FAIRLEE,0.055452865,0.28650647,2020,
WEST RUTLAND,,0.375488918,2020,
WEST WINDSOR,0.137967914,,2020,
WESTFORD,0.031048623,0.409490334,2020,
WESTMINSTER,0.062992126,0.424409449,2020,
WESTON,0.164271047,,2020,
WHEELOCK,0.101010101,,2020,
WHITING ,0.284090909,,2020,
WHITINGHAM,0.117977528,,2020,
WILLIAMSTOWN,,0.325714286,2020,
WILLISTON,,0.44721519,2020,
WILMINGTON,0.049382716,0.325925926,2020,
WINDHAM,0.334346505,,2020,
WINDSOR,,0.667720518,2020,
WINHALL,0.099734043,0.392287234,2020,
WOLCOTT,0.159010601,0.304770318,2020,
WOODFORD,0.053435115,0.385496183,2020,
WOODSTOCK,,0.464482759,2020,
ALBANY,,0.254062038,2021,YES
ANDOVER,,0.297979798,2021,NO
ARLINGTON,,0.21042654,2021,YES
BARRE CITY,,0.264981439,2021,NO
BARTON,,0.094258373,2021,NO
BENNINGTON,,0.188353702,2021,NO
BENSON,,0.241153342,2021,YES
BERKSHIRE,,0.104961832,2021,NO
BERLIN,,0.400807673,2021,NO
BETHEL,,0.227848101,2021,YES
BOLTON,,0.196635121,2021,YES
BRADFORD,,0.217391304,2021,NO
BRAINTREE,,0.12209889,2021,YES
BRANDON,,0.431499829,2021,NO
BRATTLEBORO,,0.189315559,2021,NO
BRIDGEWATER,,0.343873518,2021,YES
BRIDPORT,,0.288209607,2021,YES
BRIGHTON,,0.143318966,2021,NO
BRISTOL,,0.201646091,2021,YES
BROWNINGTON,,0.141823444,2021,YES
BURKE,,0.221949222,2021,NO
BURLINGTON,,0.439972221,2021,NO
CABOT,,0.517210145,2021,NO
CALAIS,,0.418004187,2021,YES
CAMBRIDGE,,0.141855808,2021,YES
CANAAN,,0.179525223,2021,YES
CASTLETON,,0.223977028,2021,NO
CAVENDISH,,0.146451033,2021,YES
CHARLESTON,,0.155027933,2021,YES
CHARLOTTE,,0.388566188,2021,YES
CHESTER,,0.24137931,2021,YES
CLARENDON,,0.235849057,2021,NO
CONCORD,,0.162971175,2021,NO
CORNWALL,,0.513540622,2021,YES
COVENTRY,,0.355974843,2021,YES
DANBY,,0.490433031,2021,YES
DERBY,,0.158193695,2021,YES
DUMMERSTON,,0.376802097,2021,NO
EAST HAVEN,,0.271356784,2021,YES
EAST MONTPELIER,,0.401934916,2021,YES
ELMORE,,0.354796321,2021,NO
ESSEX,,0.47188755,2021,YES
FAIRFAX,,0.246625422,2021,NO
FAIRFIELD,,0.142065142,2021,NO
FAIRLEE,,0.383580081,2021,YES
FERRISBURGH,,0.203412663,2021,NO
FLETCHER,,0.245548266,2021,NO
FRANKLIN,,0.350806452,2021,YES
GLOVER,,0.202622169,2021,NO
GOSHEN,,0.371257485,2021,YES
GRAFTON,,0.447013487,2021,YES
GRANVILLE,,0.404761905,2021,YES
GROTON,,0.311170213,2021,YES
GUILDHALL,,0.451923077,2021,YES
GUILFORD,,0.258907363,2021,YES
HANCOCK,,0.153583618,2021,NO
HARTFORD,,0.208865736,2021,YES
HIGHGATE,,0.149054983,2021,NO 
HINESBURG,,0.219635142,2021,YES
HOLLAND,,0.104803493,2021,NO
HUBBARDTON,,0.21575985,2021,YES
HYDE PARK,,0.157796452,2021,YES
IRA ,,0.263492063,2021,YES
IRASBURG,,0.118483412,2021,YES
JAY,,0.088235294,2021,NO
JERICHO,,0.270035253,2021,YES
KILLINGTON,,0.221072437,2021,NO
LANDGROVE,,0.564285714,2021,YES
LINCOLN,,0.374429224,2021,YES
LYNDON,,0.093283582,2021,YES
MANCHESTER,,0.343383585,2021,YES
MARLBORO,,0.416555407,2021,YES
MIDDLEBURY,,0.269633044,2021,YES
MIDDLETOWN SPRINGS,,0.5,2021,NO
MORETOWN,,0.409530387,2021,YES
MORRISTOWN,,0.356915545,2021,NO
MOUNT HOLLY,,0.247747748,2021,NO
MOUNT TABOR,,0.370629371,2021,YES
NEW HAVEN,,0.283101683,2021,NO
NEWARK,,0.176344086,2021,YES
NEWBURY,,0.138851802,2021,YES
NEWFANE,,0.155807365,2021,YES
NEWPORT CITY,,0.116071429,2021,NO
NORTH HERO,,0.451690821,2021,NO
NORTHFIELD,0.213203463,0.306560392,2021,YES
NORTON,,0.106060606,2021,NO
NORWICH,,0.287915408,2021,NO
ORANGE,,0.357590966,2021,YES
ORWELL,,0.268640351,2021,NO
PAWLET,,0.450348432,2021,NO
PITTSFIELD,,0.267605634,2021,YES
PLAINFIELD,,0.323529412,2021,NO
POMFRET,,0.628719276,2021,NO
POULTNEY,,0.132478632,2021,NO
PROCTOR,,0.1645469,2021,YES
RANDOLPH,,0.268328021,2021,NO
READING ,,0.50092081,2021,NO
READSBORO,,0.305743243,2021,NO
RICHMOND,,0.406337372,2021,YES
RIPTON,,0.436450839,2021,YES
ROCHESTER,,0.154008439,2021,YES
ROCKINGHAM,,0.166902005,2021,YES
ROXBURY,,0.549450549,2021,NO
ROYALTON,,0.108547009,2021,NO
RUTLAND CITY,,0.318606322,2021,NO
RUTLAND TOWN,,0.294042281,2021,YES
SAINT ALBANS TOWN,,0.418428667,2021,NO
SEARSBURG,,0.212121212,2021,YES
SHELBURNE,,0.26921321,2021,YES
SHELDON,,0.15513308,2021,NO
SHOREHAM,,0.286374134,2021,YES
SOUTH BURLINGTON,,0.388723459,2021,YES
SOUTH HERO,,0.630352645,2021,YES
SPRINGFIELD,,0.176842388,2021,YES
ST. ALBANS CITY,,0.15039098,2021,NO
STOWE,,0.355540897,2021,YES
STRAFFORD,,0.505208333,2021,YES
SUNDERLAND,,0.286624204,2021,YES
SUTTON,,0.222689076,2021,YES
SWANTON,,0.15747331,2021,NO
THETFORD,,0.461008186,2021,YES
TOPSHAM,,0.274193548,2021,YES
TOWNSHEND,,0.238232469,2021,YES
UNDERHILL,,0.320472441,2021,YES
WAITSFIELD,,0.365853659,2021,YES
WALDEN,,0.394150418,2021,YES
WALLINGFORD,,0.315298507,2021,YES
WARREN,,0.193971166,2021,YES
WATERBURY,,0.23985968,2021,YES
WATERFORD,,0.135214008,2021,NO
WEATHERSFIELD,,0.193587662,2021,NO
WELLS,,0.166853303,2021,NO
WEST RUTLAND,,0.158641975,2021,NO
WEST WINDSOR,,0.190525232,2021,YES
WESTFIELD,,0.238095238,2021,YES
WESTFORD,,0.243307555,2021,NO
WHEELOCK,,0.186084142,2021,YES
WILLIAMSTOWN,,0.134775374,2021,YES
WILLISTON,,0.156851033,2021,NO
WILMINGTON,,0.294467579,2021,YES
WINDHAM,,0.547008547,2021,YES
WINDSOR,,0.208134848,2021,NO
WOLCOTT,,0.197783461,2021,YES
WOODFORD,,0.154150198,2021,NO
WOODSTOCK,,0.324803821,2021,YES
BLOOMFIELD,0.0932,,2021,
CHELSEA,0.213203463,,2021,
GRAFTON,0.183044316,,2021,
GRANBY,0.230769231,,2021,
JAY,0.171568627,,2021,
KIRBY,0.019851117,,2021,
LOWELL,0.136904762,,2021,
NORTON,0.106060606,,2021,
PERU,0.190217391,,2021,
READING,0.092081031,,2021,
ROCHESTER,0.13185654,,2021,
SHEFFIELD,0.158562368,,2021,
SHELDON,0.098859316,,2021,
STOCKBRIDGE,0.088028169,,2021,
WESTFORD,0.031528852,,2021,
Addison,0,0.194682676,2022,
Albany,0.092705167,0,2022,
Andover,0,0.526829268,2022,
Arlington,0.037418148,0.264265669,2022,
Athens,0.180887372,0,2022,
Bakersfield,0.200807265,0.200807265,2022,
BARNARD,0.072463768,0,2022,
BARNARD,#DIV/0!,#DIV/0!,2022,
Barre City,0,0.218488828,2022,
Barre Town,#VALUE!,#VALUE!,2022,
Barton,0,0.069926874,2022,
Belvidere,0.114068441,#VALUE!,2022,
Belvidere,#VALUE!,#VALUE!,2022,
Bennington,0,0.150540836,2022,
Benson,0,0.273989899,2022,
Berkshire,0,0.097042514,2022,
Berlin,0,0.274939173,2022,
Bethel,0,0.112278398,2022,
Bloomfield,0.089171975,0,2022,
Bolton,#VALUE!,0.182095626,2022,
