town_city,year,Statistic,Value
Fair Haven,2016,Australian ballot Turnout (%),1.001
Fair Haven,2016,ab_towns_absentee_votes,83
Fair Haven,2016,Absentee Ballot Turnout (%),0.112
Fairfax,2016,tm_checklist_voters,3401
Fairfax,2016,highest_flr_vote_count,149
Fairfax,2016,Floor vote Turnout (%),0.044
Fairfax,2016,ab_towns_num_voted,1563
Fairfax,2016,Australian ballot Turnout (%),0.46
Fairfax,2016,ab_towns_absentee_votes,115
Fairfax,2016,Absentee Ballot Turnout (%),0.074
Fairfield,2016,tm_checklist_voters,1257
Fairfield,2016,highest_flr_vote_count,107
Fairfield,2016,Floor vote Turnout (%),0.085
Fairfield,2016,ab_towns_num_voted,545
Fairfield,2016,Australian ballot Turnout (%),0.434
Fairfield,2016,ab_towns_absentee_votes,32
Fairfield,2016,Absentee Ballot Turnout (%),0.059
Fairlee,2016,tm_checklist_voters,706
Fairlee,2016,highest_flr_vote_count,83
Fairlee,2016,Floor vote Turnout (%),0.118
Fairlee,2016,ab_towns_num_voted,NA
Fairlee,2016,Australian ballot Turnout (%),NA
Fairlee,2016,ab_towns_absentee_votes,NA
Fairlee,2016,Absentee Ballot Turnout (%),NA
Fayston,2016,tm_checklist_voters,1083
Fayston,2016,highest_flr_vote_count,91
Fayston,2016,Floor vote Turnout (%),0.084
Fayston,2016,ab_towns_num_voted,NA
Fayston,2016,Australian ballot Turnout (%),NA
Fayston,2016,ab_towns_absentee_votes,NA
Fayston,2016,Absentee Ballot Turnout (%),NA
Franklin,2016,tm_checklist_voters,862
Franklin,2016,highest_flr_vote_count,80
Franklin,2016,Floor vote Turnout (%),0.093
Franklin,2016,ab_towns_num_voted,342
Franklin,2016,Australian ballot Turnout (%),0.397
Franklin,2016,ab_towns_absentee_votes,40
Franklin,2016,Absentee Ballot Turnout (%),0.117
Georgia,2016,tm_checklist_voters,3304
Georgia,2016,highest_flr_vote_count,162
Georgia,2016,Floor vote Turnout (%),0.049
Georgia,2016,ab_towns_num_voted,1412
Georgia,2016,Australian ballot Turnout (%),0.427
Georgia,2016,ab_towns_absentee_votes,138
Georgia,2016,Absentee Ballot Turnout (%),0.098
Glover,2016,tm_checklist_voters,736
Glover,2016,highest_flr_vote_count,100
Glover,2016,Floor vote Turnout (%),0.136
Glover,2016,ab_towns_num_voted,NA
Glover,2016,Australian ballot Turnout (%),NA
Glover,2016,ab_towns_absentee_votes,NA
Glover,2016,Absentee Ballot Turnout (%),NA
Goshen,2016,tm_checklist_voters,158
Goshen,2016,highest_flr_vote_count,31
Goshen,2016,Floor vote Turnout (%),0.196
Goshen,2016,ab_towns_num_voted,93
Goshen,2016,Australian ballot Turnout (%),0.589
Goshen,2016,ab_towns_absentee_votes,5
Goshen,2016,Absentee Ballot Turnout (%),0.054
Grafton,2016,tm_checklist_voters,491
Grafton,2016,highest_flr_vote_count,NA
Grafton,2016,Floor vote Turnout (%),NA
Grafton,2016,ab_towns_num_voted,312
Grafton,2016,Australian ballot Turnout (%),0.635
Grafton,2016,ab_towns_absentee_votes,75
Grafton,2016,Absentee Ballot Turnout (%),0.24
Greensboro,2016,tm_checklist_voters,556
Greensboro,2016,highest_flr_vote_count,120
Greensboro,2016,Floor vote Turnout (%),0.216
Greensboro,2016,ab_towns_num_voted,NA
Greensboro,2016,Australian ballot Turnout (%),NA
Greensboro,2016,ab_towns_absentee_votes,NA
Greensboro,2016,Absentee Ballot Turnout (%),NA
Groton,2016,tm_checklist_voters,655
Groton,2016,highest_flr_vote_count,156
Groton,2016,Floor vote Turnout (%),0.238
Groton,2016,ab_towns_num_voted,NA
Groton,2016,Australian ballot Turnout (%),NA
Groton,2016,ab_towns_absentee_votes,NA
Groton,2016,Absentee Ballot Turnout (%),NA
Guildhall,2016,tm_checklist_voters,190
Guildhall,2016,highest_flr_vote_count,25
Guildhall,2016,Floor vote Turnout (%),0.132
Guildhall,2016,ab_towns_num_voted,110
Guildhall,2016,Australian ballot Turnout (%),0.579
Guildhall,2016,ab_towns_absentee_votes,7
Guildhall,2016,Absentee Ballot Turnout (%),0.064
Guilford,2016,tm_checklist_voters,1593
Guilford,2016,highest_flr_vote_count,NA
Guilford,2016,Floor vote Turnout (%),NA
Guilford,2016,ab_towns_num_voted,764
Guilford,2016,Australian ballot Turnout (%),0.48
Guilford,2016,ab_towns_absentee_votes,86
Guilford,2016,Absentee Ballot Turnout (%),0.113
Hartford,2016,tm_checklist_voters,8000
Hartford,2016,highest_flr_vote_count,NA
Hartford,2016,Floor vote Turnout (%),NA
Hartford,2016,ab_towns_num_voted,2460
Hartford,2016,Australian ballot Turnout (%),0.308
Hartford,2016,ab_towns_absentee_votes,346
Hartford,2016,Absentee Ballot Turnout (%),0.141
Hartland,2016,tm_checklist_voters,2524
Hartland,2016,highest_flr_vote_count,150
Hartland,2016,Floor vote Turnout (%),0.059
Hartland,2016,ab_towns_num_voted,1268
Hartland,2016,Australian ballot Turnout (%),0.502
Hartland,2016,ab_towns_absentee_votes,97
Hartland,2016,Absentee Ballot Turnout (%),0.076
Highgate,2016,tm_checklist_voters,1950
Highgate,2016,highest_flr_vote_count,175
Highgate,2016,Floor vote Turnout (%),0.09
Highgate,2016,ab_towns_num_voted,746
Highgate,2016,Australian ballot Turnout (%),0.383
Highgate,2016,ab_towns_absentee_votes,70
Highgate,2016,Absentee Ballot Turnout (%),0.094
Hinesburg,2016,tm_checklist_voters,3767
Hinesburg,2016,highest_flr_vote_count,NA
Hinesburg,2016,Floor vote Turnout (%),NA
Hinesburg,2016,ab_towns_num_voted,1752
Hinesburg,2016,Australian ballot Turnout (%),0.465
Hinesburg,2016,ab_towns_absentee_votes,280
Hinesburg,2016,Absentee Ballot Turnout (%),0.16
Holland,2016,tm_checklist_voters,386
Holland,2016,highest_flr_vote_count,74
Holland,2016,Floor vote Turnout (%),0.192
Holland,2016,ab_towns_num_voted,NA
Holland,2016,Australian ballot Turnout (%),NA
Holland,2016,ab_towns_absentee_votes,NA
Holland,2016,Absentee Ballot Turnout (%),NA
Hubbardton,2016,tm_checklist_voters,495
Hubbardton,2016,highest_flr_vote_count,80
Hubbardton,2016,Floor vote Turnout (%),0.162
Hubbardton,2016,ab_towns_num_voted,245
Hubbardton,2016,Australian ballot Turnout (%),0.495
Hubbardton,2016,ab_towns_absentee_votes,25
Hubbardton,2016,Absentee Ballot Turnout (%),0.102
Huntington,2016,tm_checklist_voters,1521
Huntington,2016,highest_flr_vote_count,NA
Huntington,2016,Floor vote Turnout (%),NA
Huntington,2016,ab_towns_num_voted,NA
Huntington,2016,Australian ballot Turnout (%),NA
Huntington,2016,ab_towns_absentee_votes,NA
Huntington,2016,Absentee Ballot Turnout (%),NA
Hyde Park,2016,tm_checklist_voters,2017
Hyde Park,2016,highest_flr_vote_count,156
Hyde Park,2016,Floor vote Turnout (%),0.077
Hyde Park,2016,ab_towns_num_voted,856
Hyde Park,2016,Australian ballot Turnout (%),0.424
Hyde Park,2016,ab_towns_absentee_votes,123
Hyde Park,2016,Absentee Ballot Turnout (%),0.144
Ira,2016,tm_checklist_voters,315
Ira,2016,highest_flr_vote_count,35
Ira,2016,Floor vote Turnout (%),0.111
Ira,2016,ab_towns_num_voted,135
Ira,2016,Australian ballot Turnout (%),0.429
Ira,2016,ab_towns_absentee_votes,8
Ira,2016,Absentee Ballot Turnout (%),0.059
Irasburg,2016,tm_checklist_voters,700
Irasburg,2016,highest_flr_vote_count,100
Irasburg,2016,Floor vote Turnout (%),0.143
Irasburg,2016,ab_towns_num_voted,NA
Irasburg,2016,Australian ballot Turnout (%),NA
Irasburg,2016,ab_towns_absentee_votes,NA
Irasburg,2016,Absentee Ballot Turnout (%),NA
Isle La Motte,2016,tm_checklist_voters,389
Isle La Motte,2016,highest_flr_vote_count,NA
Isle La Motte,2016,Floor vote Turnout (%),NA
Isle La Motte,2016,ab_towns_num_voted,242
Isle La Motte,2016,Australian ballot Turnout (%),0.622
Isle La Motte,2016,ab_towns_absentee_votes,38
Isle La Motte,2016,Absentee Ballot Turnout (%),0.157
Jay,2016,tm_checklist_voters,321
Jay,2016,highest_flr_vote_count,60
Jay,2016,Floor vote Turnout (%),0.187
Jay,2016,ab_towns_num_voted,NA
Jay,2016,Australian ballot Turnout (%),NA
Jay,2016,ab_towns_absentee_votes,NA
Jay,2016,Absentee Ballot Turnout (%),NA
Jeffersonville,2016,tm_checklist_voters,2908
Jeffersonville,2016,highest_flr_vote_count,330
Jeffersonville,2016,Floor vote Turnout (%),0.113
Jeffersonville,2016,ab_towns_num_voted,1095
Jeffersonville,2016,Australian ballot Turnout (%),0.377
Jeffersonville,2016,ab_towns_absentee_votes,105
Jeffersonville,2016,Absentee Ballot Turnout (%),0.096
Jericho,2016,tm_checklist_voters,3946
Jericho,2016,highest_flr_vote_count,250
Jericho,2016,Floor vote Turnout (%),0.063
Jericho,2016,ab_towns_num_voted,2056
Jericho,2016,Australian ballot Turnout (%),0.521
Jericho,2016,ab_towns_absentee_votes,347
Jericho,2016,Absentee Ballot Turnout (%),0.169
Johnson,2016,tm_checklist_voters,2005
Johnson,2016,highest_flr_vote_count,154
Johnson,2016,Floor vote Turnout (%),0.077
Johnson,2016,ab_towns_num_voted,632
Johnson,2016,Australian ballot Turnout (%),0.315
Johnson,2016,ab_towns_absentee_votes,72
Johnson,2016,Absentee Ballot Turnout (%),0.114
Kirby,2016,tm_checklist_voters,356
Kirby,2016,highest_flr_vote_count,66
Kirby,2016,Floor vote Turnout (%),0.185
Kirby,2016,ab_towns_num_voted,NA
Kirby,2016,Australian ballot Turnout (%),NA
Kirby,2016,ab_towns_absentee_votes,NA
Kirby,2016,Absentee Ballot Turnout (%),NA
Landgrove,2016,tm_checklist_voters,108
Landgrove,2016,highest_flr_vote_count,36
Landgrove,2016,Floor vote Turnout (%),0.333
Landgrove,2016,ab_towns_num_voted,NA
Landgrove,2016,Australian ballot Turnout (%),NA
Landgrove,2016,ab_towns_absentee_votes,NA
Landgrove,2016,Absentee Ballot Turnout (%),NA
Lincoln,2016,tm_checklist_voters,1002
Lincoln,2016,highest_flr_vote_count,120
Lincoln,2016,Floor vote Turnout (%),0.12
Lincoln,2016,ab_towns_num_voted,584
Lincoln,2016,Australian ballot Turnout (%),0.583
Lincoln,2016,ab_towns_absentee_votes,60
Lincoln,2016,Absentee Ballot Turnout (%),0.103
Londonderry,2016,tm_checklist_voters,1293
Londonderry,2016,highest_flr_vote_count,189
Londonderry,2016,Floor vote Turnout (%),0.146
Londonderry,2016,ab_towns_num_voted,NA
Londonderry,2016,Australian ballot Turnout (%),NA
Londonderry,2016,ab_towns_absentee_votes,NA
Londonderry,2016,Absentee Ballot Turnout (%),NA
Lowell,2016,tm_checklist_voters,585
Lowell,2016,highest_flr_vote_count,207
Lowell,2016,Floor vote Turnout (%),0.354
Lowell,2016,ab_towns_num_voted,NA
Lowell,2016,Australian ballot Turnout (%),NA
Lowell,2016,ab_towns_absentee_votes,NA
Lowell,2016,Absentee Ballot Turnout (%),NA
Ludlow,2016,tm_checklist_voters,1523
Ludlow,2016,highest_flr_vote_count,NA
Ludlow,2016,Floor vote Turnout (%),NA
Ludlow,2016,ab_towns_num_voted,726
Ludlow,2016,Australian ballot Turnout (%),0.477
Ludlow,2016,ab_towns_absentee_votes,74
Ludlow,2016,Absentee Ballot Turnout (%),0.102
Lunenburg,2016,tm_checklist_voters,967
Lunenburg,2016,highest_flr_vote_count,NA
Lunenburg,2016,Floor vote Turnout (%),NA
Lunenburg,2016,ab_towns_num_voted,335
Lunenburg,2016,Australian ballot Turnout (%),0.346
Lunenburg,2016,ab_towns_absentee_votes,21
Lunenburg,2016,Absentee Ballot Turnout (%),0.063
Lyndon,2016,tm_checklist_voters,3100
Lyndon,2016,highest_flr_vote_count,119
Lyndon,2016,Floor vote Turnout (%),0.038
Lyndon,2016,ab_towns_num_voted,972
Lyndon,2016,Australian ballot Turnout (%),0.314
Lyndon,2016,ab_towns_absentee_votes,85
Lyndon,2016,Absentee Ballot Turnout (%),0.087
Maidstone,2016,tm_checklist_voters,133
Maidstone,2016,highest_flr_vote_count,36
Maidstone,2016,Floor vote Turnout (%),0.271
Maidstone,2016,ab_towns_num_voted,NA
Maidstone,2016,Australian ballot Turnout (%),NA
Maidstone,2016,ab_towns_absentee_votes,NA
Maidstone,2016,Absentee Ballot Turnout (%),NA
Manchester,2016,tm_checklist_voters,3595
Manchester,2016,highest_flr_vote_count,244
Manchester,2016,Floor vote Turnout (%),0.068
Manchester,2016,ab_towns_num_voted,1478
Manchester,2016,Australian ballot Turnout (%),0.411
Manchester,2016,ab_towns_absentee_votes,164
Manchester,2016,Absentee Ballot Turnout (%),0.111
Marlboro,2016,tm_checklist_voters,679
Marlboro,2016,highest_flr_vote_count,NA
Marlboro,2016,Floor vote Turnout (%),NA
Marlboro,2016,ab_towns_num_voted,402
Marlboro,2016,Australian ballot Turnout (%),0.592
Marlboro,2016,ab_towns_absentee_votes,77
Marlboro,2016,Absentee Ballot Turnout (%),0.192
Marshfield,2016,tm_checklist_voters,1093
Marshfield,2016,highest_flr_vote_count,173
Marshfield,2016,Floor vote Turnout (%),0.158
Marshfield,2016,ab_towns_num_voted,476
Marshfield,2016,Australian ballot Turnout (%),0.435
Marshfield,2016,ab_towns_absentee_votes,53
Marshfield,2016,Absentee Ballot Turnout (%),0.111
Mendon,2016,tm_checklist_voters,812
Mendon,2016,highest_flr_vote_count,NA
Mendon,2016,Floor vote Turnout (%),NA
Mendon,2016,ab_towns_num_voted,385
Mendon,2016,Australian ballot Turnout (%),0.474
Mendon,2016,ab_towns_absentee_votes,23
Mendon,2016,Absentee Ballot Turnout (%),0.06
Middlesex,2016,tm_checklist_voters,1571
Middlesex,2016,highest_flr_vote_count,200
Middlesex,2016,Floor vote Turnout (%),0.127
Middlesex,2016,ab_towns_num_voted,723
Middlesex,2016,Australian ballot Turnout (%),0.46
Middlesex,2016,ab_towns_absentee_votes,158
Middlesex,2016,Absentee Ballot Turnout (%),0.219
Milton,2016,tm_checklist_voters,7585
Milton,2016,highest_flr_vote_count,NA
Milton,2016,Floor vote Turnout (%),NA
Milton,2016,ab_towns_num_voted,3080
Milton,2016,Australian ballot Turnout (%),0.406
Milton,2016,ab_towns_absentee_votes,406
Milton,2016,Absentee Ballot Turnout (%),0.132
Monkton,2016,tm_checklist_voters,1453
Monkton,2016,highest_flr_vote_count,NA
Monkton,2016,Floor vote Turnout (%),NA
Monkton,2016,ab_towns_num_voted,797
Monkton,2016,Australian ballot Turnout (%),0.549
Monkton,2016,ab_towns_absentee_votes,81
Monkton,2016,Absentee Ballot Turnout (%),0.102
Montgomery,2016,tm_checklist_voters,872
Montgomery,2016,highest_flr_vote_count,111
Montgomery,2016,Floor vote Turnout (%),0.127
Montgomery,2016,ab_towns_num_voted,NA
Montgomery,2016,Australian ballot Turnout (%),NA
Montgomery,2016,ab_towns_absentee_votes,NA
Montgomery,2016,Absentee Ballot Turnout (%),NA
Moretown,2016,tm_checklist_voters,1340
Moretown,2016,highest_flr_vote_count,NA
Moretown,2016,Floor vote Turnout (%),NA
Moretown,2016,ab_towns_num_voted,631
Moretown,2016,Australian ballot Turnout (%),0.471
Moretown,2016,ab_towns_absentee_votes,631
Moretown,2016,Absentee Ballot Turnout (%),1
Morgan,2016,tm_checklist_voters,489
Morgan,2016,highest_flr_vote_count,48
Morgan,2016,Floor vote Turnout (%),0.098
Morgan,2016,ab_towns_num_voted,187
Morgan,2016,Australian ballot Turnout (%),0.382
Morgan,2016,ab_towns_absentee_votes,23
Morgan,2016,Absentee Ballot Turnout (%),0.123
Morristown,2016,tm_checklist_voters,3409
Morristown,2016,highest_flr_vote_count,148
Morristown,2016,Floor vote Turnout (%),0.043
Morristown,2016,ab_towns_num_voted,1352
Morristown,2016,Australian ballot Turnout (%),0.397
Morristown,2016,ab_towns_absentee_votes,130
Morristown,2016,Absentee Ballot Turnout (%),0.096
Mount Holly,2016,tm_checklist_voters,989
Mount Holly,2016,highest_flr_vote_count,NA
Mount Holly,2016,Floor vote Turnout (%),NA
Mount Holly,2016,ab_towns_num_voted,466
Mount Holly,2016,Australian ballot Turnout (%),0.471
Mount Holly,2016,ab_towns_absentee_votes,62
Mount Holly,2016,Absentee Ballot Turnout (%),0.133
Mount Tabor,2016,tm_checklist_voters,136
Mount Tabor,2016,highest_flr_vote_count,14
Mount Tabor,2016,Floor vote Turnout (%),0.103
Mount Tabor,2016,ab_towns_num_voted,56
Mount Tabor,2016,Australian ballot Turnout (%),0.412
Mount Tabor,2016,ab_towns_absentee_votes,1
Mount Tabor,2016,Absentee Ballot Turnout (%),0.018
New Haven,2016,tm_checklist_voters,1234
New Haven,2016,highest_flr_vote_count,NA
New Haven,2016,Floor vote Turnout (%),NA
New Haven,2016,ab_towns_num_voted,770
New Haven,2016,Australian ballot Turnout (%),0.624
New Haven,2016,ab_towns_absentee_votes,43
New Haven,2016,Absentee Ballot Turnout (%),0.056
Newark,2016,tm_checklist_voters,421
Newark,2016,highest_flr_vote_count,60
Newark,2016,Floor vote Turnout (%),0.143
Newark,2016,ab_towns_num_voted,NA
Newark,2016,Australian ballot Turnout (%),NA
Newark,2016,ab_towns_absentee_votes,NA
Newark,2016,Absentee Ballot Turnout (%),NA
Newbury,2016,tm_checklist_voters,1591
Newbury,2016,highest_flr_vote_count,NA
Newbury,2016,Floor vote Turnout (%),NA
Newbury,2016,ab_towns_num_voted,615
Newbury,2016,Australian ballot Turnout (%),0.387
Newbury,2016,ab_towns_absentee_votes,102
Newbury,2016,Absentee Ballot Turnout (%),0.166
Newfane,2016,tm_checklist_voters,1168
Newfane,2016,highest_flr_vote_count,NA
Newfane,2016,Floor vote Turnout (%),NA
Newfane,2016,ab_towns_num_voted,628
Newfane,2016,Australian ballot Turnout (%),0.538
Newfane,2016,ab_towns_absentee_votes,98
Newfane,2016,Absentee Ballot Turnout (%),0.156
Newport City,2016,tm_checklist_voters,3351
Newport City,2016,highest_flr_vote_count,NA
Newport City,2016,Floor vote Turnout (%),NA
Newport City,2016,ab_towns_num_voted,942
Newport City,2016,Australian ballot Turnout (%),0.281
Newport City,2016,ab_towns_absentee_votes,91
Newport City,2016,Absentee Ballot Turnout (%),0.097
North Hero,2016,tm_checklist_voters,694
North Hero,2016,highest_flr_vote_count,NA
North Hero,2016,Floor vote Turnout (%),NA
North Hero,2016,ab_towns_num_voted,428
North Hero,2016,Australian ballot Turnout (%),0.617
North Hero,2016,ab_towns_absentee_votes,89
North Hero,2016,Absentee Ballot Turnout (%),0.208
North Troy,2016,tm_checklist_voters,968
North Troy,2016,highest_flr_vote_count,96
North Troy,2016,Floor vote Turnout (%),0.099
North Troy,2016,ab_towns_num_voted,NA
North Troy,2016,Australian ballot Turnout (%),NA
North Troy,2016,ab_towns_absentee_votes,NA
North Troy,2016,Absentee Ballot Turnout (%),NA
Northfield,2016,tm_checklist_voters,3100
Northfield,2016,highest_flr_vote_count,NA
Northfield,2016,Floor vote Turnout (%),NA
Northfield,2016,ab_towns_num_voted,1393
Northfield,2016,Australian ballot Turnout (%),0.449
Northfield,2016,ab_towns_absentee_votes,113
Northfield,2016,Absentee Ballot Turnout (%),0.081
Norton,2016,tm_checklist_voters,114
Norton,2016,highest_flr_vote_count,16
Norton,2016,Floor vote Turnout (%),0.14
Norton,2016,ab_towns_num_voted,NA
Norton,2016,Australian ballot Turnout (%),NA
Norton,2016,ab_towns_absentee_votes,NA
Norton,2016,Absentee Ballot Turnout (%),NA
Norwich,2016,tm_checklist_voters,3001
Norwich,2016,highest_flr_vote_count,NA
Norwich,2016,Floor vote Turnout (%),NA
Norwich,2016,ab_towns_num_voted,1653
Norwich,2016,Australian ballot Turnout (%),0.551
Norwich,2016,ab_towns_absentee_votes,114
Norwich,2016,Absentee Ballot Turnout (%),0.069
Orange,2016,tm_checklist_voters,768
Orange,2016,highest_flr_vote_count,82
Orange,2016,Floor vote Turnout (%),0.107
Orange,2016,ab_towns_num_voted,277
Orange,2016,Australian ballot Turnout (%),0.361
Orange,2016,ab_towns_absentee_votes,15
Orange,2016,Absentee Ballot Turnout (%),0.054
Orwell,2016,tm_checklist_voters,833
Orwell,2016,highest_flr_vote_count,NA
Orwell,2016,Floor vote Turnout (%),NA
Orwell,2016,ab_towns_num_voted,415
Orwell,2016,Australian ballot Turnout (%),0.498
Orwell,2016,ab_towns_absentee_votes,29
Orwell,2016,Absentee Ballot Turnout (%),0.07
Panton,2016,tm_checklist_voters,440
Panton,2016,highest_flr_vote_count,40
Panton,2016,Floor vote Turnout (%),0.091
Panton,2016,ab_towns_num_voted,231
Panton,2016,Australian ballot Turnout (%),0.525
Panton,2016,ab_towns_absentee_votes,34
Panton,2016,Absentee Ballot Turnout (%),0.147
Pawlet,2016,tm_checklist_voters,1010
Pawlet,2016,highest_flr_vote_count,NA
Pawlet,2016,Floor vote Turnout (%),NA
Pawlet,2016,ab_towns_num_voted,496
Pawlet,2016,Australian ballot Turnout (%),0.491
Pawlet,2016,ab_towns_absentee_votes,38
Pawlet,2016,Absentee Ballot Turnout (%),0.077
Peacham,2016,tm_checklist_voters,659
Peacham,2016,highest_flr_vote_count,1
Peacham,2016,Floor vote Turnout (%),0.002
Peacham,2016,ab_towns_num_voted,NA
Peacham,2016,Australian ballot Turnout (%),NA
Peacham,2016,ab_towns_absentee_votes,NA
Peacham,2016,Absentee Ballot Turnout (%),NA
Peru,2016,tm_checklist_voters,305
Peru,2016,highest_flr_vote_count,80
Peru,2016,Floor vote Turnout (%),0.262
Peru,2016,ab_towns_num_voted,NA
Peru,2016,Australian ballot Turnout (%),NA
Peru,2016,ab_towns_absentee_votes,NA
Peru,2016,Absentee Ballot Turnout (%),NA
Pittsfield,2016,tm_checklist_voters,345
Pittsfield,2016,highest_flr_vote_count,77
Pittsfield,2016,Floor vote Turnout (%),0.223
Pittsfield,2016,ab_towns_num_voted,NA
Pittsfield,2016,Australian ballot Turnout (%),NA
Pittsfield,2016,ab_towns_absentee_votes,NA
Pittsfield,2016,Absentee Ballot Turnout (%),NA
Plainfield,2016,tm_checklist_voters,911
Plainfield,2016,highest_flr_vote_count,130
Plainfield,2016,Floor vote Turnout (%),0.143
Plainfield,2016,ab_towns_num_voted,433
Plainfield,2016,Australian ballot Turnout (%),0.475
Plainfield,2016,ab_towns_absentee_votes,50
Plainfield,2016,Absentee Ballot Turnout (%),0.115
Plymouth,2016,tm_checklist_voters,504
Plymouth,2016,highest_flr_vote_count,100
Plymouth,2016,Floor vote Turnout (%),0.198
Plymouth,2016,ab_towns_num_voted,228
Plymouth,2016,Australian ballot Turnout (%),0.452
Plymouth,2016,ab_towns_absentee_votes,16
Plymouth,2016,Absentee Ballot Turnout (%),0.07
Pomfret,2016,tm_checklist_voters,740
Pomfret,2016,highest_flr_vote_count,179
Pomfret,2016,Floor vote Turnout (%),0.242
Pomfret,2016,ab_towns_num_voted,NA
Pomfret,2016,Australian ballot Turnout (%),NA
Pomfret,2016,ab_towns_absentee_votes,NA
Pomfret,2016,Absentee Ballot Turnout (%),NA
Proctor,2016,tm_checklist_voters,1091
Proctor,2016,highest_flr_vote_count,128
Proctor,2016,Floor vote Turnout (%),0.117
Proctor,2016,ab_towns_num_voted,613
Proctor,2016,Australian ballot Turnout (%),0.562
Proctor,2016,ab_towns_absentee_votes,62
Proctor,2016,Absentee Ballot Turnout (%),0.101
Putney,2016,tm_checklist_voters,1745
Putney,2016,highest_flr_vote_count,75
Putney,2016,Floor vote Turnout (%),0.043
Putney,2016,ab_towns_num_voted,850
Putney,2016,Australian ballot Turnout (%),0.487
Putney,2016,ab_towns_absentee_votes,117
Putney,2016,Absentee Ballot Turnout (%),0.138
Randolph,2016,tm_checklist_voters,2811
Randolph,2016,highest_flr_vote_count,NA
Randolph,2016,Floor vote Turnout (%),NA
Randolph,2016,ab_towns_num_voted,1466
Randolph,2016,Australian ballot Turnout (%),0.522
Randolph,2016,ab_towns_absentee_votes,228
Randolph,2016,Absentee Ballot Turnout (%),0.156
Reading,2016,tm_checklist_voters,504
Reading,2016,highest_flr_vote_count,50
Reading,2016,Floor vote Turnout (%),0.099
Reading,2016,ab_towns_num_voted,NA
Reading,2016,Australian ballot Turnout (%),NA
Reading,2016,ab_towns_absentee_votes,NA
Reading,2016,Absentee Ballot Turnout (%),NA
Readsboro,2016,tm_checklist_voters,500
Readsboro,2016,highest_flr_vote_count,NA
Readsboro,2016,Floor vote Turnout (%),NA
Readsboro,2016,ab_towns_num_voted,262
Readsboro,2016,Australian ballot Turnout (%),0.524
Readsboro,2016,ab_towns_absentee_votes,22
Readsboro,2016,Absentee Ballot Turnout (%),0.084
Richford,2016,tm_checklist_voters,1503
Richford,2016,highest_flr_vote_count,NA
Richford,2016,Floor vote Turnout (%),NA
Richford,2016,ab_towns_num_voted,482
Richford,2016,Australian ballot Turnout (%),0.321
Richford,2016,ab_towns_absentee_votes,148
Richford,2016,Absentee Ballot Turnout (%),0.307
Richmond,2016,tm_checklist_voters,2919
Richmond,2016,highest_flr_vote_count,181
Richmond,2016,Floor vote Turnout (%),0.062
Richmond,2016,ab_towns_num_voted,1897
Richmond,2016,Australian ballot Turnout (%),0.65
Richmond,2016,ab_towns_absentee_votes,354
Richmond,2016,Absentee Ballot Turnout (%),0.187
Rochester,2016,tm_checklist_voters,NA
Rochester,2016,highest_flr_vote_count,50
Rochester,2016,Floor vote Turnout (%),NA
Rochester,2016,ab_towns_num_voted,154
Rochester,2016,Australian ballot Turnout (%),NA
Rochester,2016,ab_towns_absentee_votes,5
Rochester,2016,Absentee Ballot Turnout (%),0.032
Rockingham,2016,tm_checklist_voters,3429
Rockingham,2016,highest_flr_vote_count,NA
Rockingham,2016,Floor vote Turnout (%),NA
Rockingham,2016,ab_towns_num_voted,1550
Rockingham,2016,Australian ballot Turnout (%),0.452
Rockingham,2016,ab_towns_absentee_votes,162
Rockingham,2016,Absentee Ballot Turnout (%),0.105
Roxbury,2016,tm_checklist_voters,519
Roxbury,2016,highest_flr_vote_count,77
Roxbury,2016,Floor vote Turnout (%),0.148
Roxbury,2016,ab_towns_num_voted,266
Roxbury,2016,Australian ballot Turnout (%),0.513
Roxbury,2016,ab_towns_absentee_votes,36
Roxbury,2016,Absentee Ballot Turnout (%),0.135
Rupert,2016,tm_checklist_voters,477
Rupert,2016,highest_flr_vote_count,NA
Rupert,2016,Floor vote Turnout (%),NA
Rupert,2016,ab_towns_num_voted,244
Rupert,2016,Australian ballot Turnout (%),0.512
Rupert,2016,ab_towns_absentee_votes,49
Rupert,2016,Absentee Ballot Turnout (%),0.201
Rutland Town,2016,tm_checklist_voters,2697
Rutland Town,2016,highest_flr_vote_count,NA
Rutland Town,2016,Floor vote Turnout (%),NA
Rutland Town,2016,ab_towns_num_voted,1588
Rutland Town,2016,Australian ballot Turnout (%),0.589
Rutland Town,2016,ab_towns_absentee_votes,156
Rutland Town,2016,Absentee Ballot Turnout (%),0.098
Ryegate,2016,tm_checklist_voters,876
Ryegate,2016,highest_flr_vote_count,106
Ryegate,2016,Floor vote Turnout (%),0.121
Ryegate,2016,ab_towns_num_voted,363
Ryegate,2016,Australian ballot Turnout (%),0.414
Ryegate,2016,ab_towns_absentee_votes,43
Ryegate,2016,Absentee Ballot Turnout (%),0.118
Salisbury,2016,tm_checklist_voters,852
Salisbury,2016,highest_flr_vote_count,NA
Salisbury,2016,Floor vote Turnout (%),0
Salisbury,2016,ab_towns_num_voted,351
Salisbury,2016,Australian ballot Turnout (%),0.412
Salisbury,2016,ab_towns_absentee_votes,22
Salisbury,2016,Absentee Ballot Turnout (%),0.063
Sandgate,2016,tm_checklist_voters,276
Sandgate,2016,highest_flr_vote_count,35
Sandgate,2016,Floor vote Turnout (%),0.127
Sandgate,2016,ab_towns_num_voted,131
