CITY/TOWN          , "AUSTRALIAN
                     BALLOT used to
                     vote for Town
                     Officers"     , "AUSTRALIAN
                                     BALLOT used to
                                     vote for Town
                                     Budget"       , "AUSTRALIAN
                                                     BALLOT used to
                                                     vote for Town
                                                     Public Questions", "AUSTRALIAN BALLOT voting
                                                                        adopted by TOWN for budget,
                                                                        officers, or public questions
                                                                        at 2025 Town Meeting"              , "AUSTRALIAN BALLOT used for
Sutton             , No            , No            , No               , No                                 , Partially                  , Yes            , Yes              , Yes              , No                   , No
Swanton            , Yes           , Yes           , Yes              , N/A                                , Yes                        , Yes            , Yes              , Yes              , Yes                  , n/a
Thetford           , Yes           , No            , No               , No                                 , Partially                  , No             , No               , Yes              , No                   , No
Tinmouth           , Yes           , Yes           , Yes              , "No, already done."                , Partially                  , Yes            , No               , Yes              , No                   , No
Topsham            , No            , No            , No               , N/A                                , No                         , Yes            , No               , No               , No                   , N/A
Townshend          , No            , No            , No               , No                                 , Yes                        , Yes            , Yes              , Yes              , Yes                  , n/a
Troy               , No            , No            , No               , No                                 , No                         , No             , No               , No               , No                   , NO
Tunbridge          , No            , No            , No               , No                                 , No                         , Yes            , No               , No               , No                   , No
Underhill          , Yes           , No            , Yes              , No                                 , Yes                        , Yes            , Yes              , Yes              , Yes                  , NO
Vergennes          , Yes           , No            , Yes              , No                                 , Yes                        , No             , Yes              , Yes              , Yes                  , N/A
Vernon             , Yes           , No            , No               , No                                 , Partially                  , No             , Yes              , Yes              , No                   , NO
Vershire           , N/A           , N/A           , N/A              , N/A                                , N/A                        , N/A            , N/A              , N/A              , N/A                  , N/A
Victory            , Yes           , Yes           , Yes              , No                                 , Yes                        , Yes            , Yes              , Yes              , Yes                  , no
Waitsfield         , Yes           , No            , No               , No                                 , Yes                        , Yes            , Yes              , Yes              , Yes                  , N/A
Walden             , Yes           , No            , No               , No                                 , Yes                        , Yes            , Yes              , Yes              , Yes                  , No
Wallingford        , Yes           , Yes           , Yes              , N/A                                , Yes                        , Yes            , Yes              , Yes              , Yes                  , N/A
Waltham            , No            , No            , No               , No                                 , Yes                        , Yes            , Yes              , Yes              , Yes                  , "no because we already use
                                                                                                                                                                                                                        Australian Ballot for school votes"
Wardsboro          , No            , No            , No               , No                                 , Partially                  , No             , Yes              , No               , No                   , N/A
Warren             , Yes           , No            , Yes              , No                                 , Yes                        , Yes            , Yes              , Yes              , Yes                  , No
Washington         , Yes           , No            , No               , No                                 , Partially                  , Yes            , Yes              , No               , No                   , No
Waterbury          , Yes           , No            , No               , "There was a floor vote to
                                                                        consider this, it failed"          , Yes                        , Yes            , Yes              , Yes              , Yes                  , Previously on Australian Ballot
Waterford          , No            , No            , No               , No                                 , Yes                        , Yes            , Yes              , Yes              , Yes                  , We are already Australian ballot.
Waterville         , No            , No            , No               , No                                 , Yes                        , Yes            , Yes              , Yes              , Yes                  , no
Weathersfield      , Yes           , Yes           , No               , No                                 , Partially                  , Yes            , Yes              , Yes              , No                   , No
Wells              , Yes           , Yes           , Yes              , No                                 , Yes                        , Yes            , Yes              , Yes              , Yes                  , N/A
West Fairlee       , Yes           , Yes           , No               , No                                 , Partially                  , No             , Yes              , No               , No                   , "No, it was voted on but did not
                                                                                                                                                                                                                        pass."
West Rutland       , Yes           , Yes           , Yes              , N/A                                , Partially                  , Yes            , No               , Yes              , Yes                  , N/A
West Windsor       , No            , No            , No               , "Yes, the Short Term Rental
                                                                        Ordinance Repeal Article"          , Yes                        , Yes            , Yes              , Yes              , Yes                  , no
Westfield          , No            , No            , No               , No                                 , Yes                        , No             , Yes              , Yes              , Yes                  , No
Westford           , Yes           , Yes           , No               , No                                 , Yes                        , Yes            , Yes              , Yes              , Yes                  , n/a
Westminster        , Yes           , No            , No               , Yes                                , Yes                        , Yes            , Yes              , Yes              , Yes                  , NO
Westmore           , No            , No            , No               , No                                 , No                         , Yes            , No               , No               , No                   , No
Weston             , No            , No            , No               , No                                 , Yes                        , No             , Yes              , Yes              , Yes                  , "ALREADY AUSTRALIAN
                                                                                                                                                                                                                        BALLOT"
Weybridge          , Yes           , Yes           , No               , No / in place                      , Partially                  , No             , Yes              , Yes              , No                   , No/in place
Wheelock           , No            , No            , No               , No                                 , Yes                        , Yes            , Yes              , Yes              , Yes                  , no
Whiting            , No            , No            , No               , No                                 , Partially                  , Yes            , Yes              , Yes              , No                   , "I don't know. These are questions
                                                                                                                                                                                                                        for the school district."
Whitingham         , Yes           , No            , No               , No                                 , Yes                        , Yes            , Yes              , Yes              , Yes                  , NO
Williamstown       , Yes           , No            , Yes              , No                                 , Yes                        , Yes            , Yes              , Yes              , Yes                  , N/A
Williston          , Yes           , Yes           , Yes              , No                                 , Partially                  , Yes            , No               , Yes              , Yes                  , no
Wilmington         , Yes           , No            , No               , No                                 , Yes                        , Yes            , Yes              , Yes              , Yes                  , "ALREADY FROM AUSTRALIAN
                                                                                                                                                                                                                        BALLOT"
Windham            , Yes           , No            , No               , "No, moved to AB at 2024
                                                                        Annual Town Meeting"               , Yes                        , Yes            , Yes              , Yes              , Yes                  , "No, already moved"
Windsor            , Yes           , Yes           , Yes              , N/A                                , Yes                        , Yes            , Yes              , Yes              , Yes                  , N/A
Winhall            , Yes           , No            , Yes              , "We didn't change anything
                                                                        Only Zoning changes are voted
                                                                        by ballot"                         , Partially                  , No             , Yes              , No               , No                   , NO
Winooski           , Yes           , Yes           , Yes              , No                                 , Yes                        , No             , Yes              , Yes              , Yes                  , No
Wolcott            , Yes           , No            , No               , No                                 , Partially                  , Yes            , No               , Yes              , No                   , No
Woodbury           , No            , No            , No               , No                                 , Partially                  , Yes            , No               , Yes              , No                   , NO
Woodford           , Yes           , Yes           , Yes              , N/A                                , Yes                        , Yes            , Yes              , Yes              , Yes                  , N/A
Woodstock          , Yes           , No            , No               , No                                 , Partially                  , Yes            , Yes              , Yes              , No                   , Yes
Worcester          , Yes           , No            , Yes              , No                                 , Yes                        , Yes            , Yes              , Yes              , Yes                  , NA
